tag,user_application_count,tagged_movie_count,user_tag_user_count,genome_tag_id,matched_movie_count,mean_genome_relevance
incest,140,49,84,539,36.0,0.6196180555555555
cate blanchett,140,29,87,,,
kate winslet,140,21,98,,,
m. night shyamalan,140,10,79,,,
germany,139,58,74,434,11.0,0.9646136363636363
paranoia,139,40,100,766,35.0,0.8117000000000001
sexual,139,53,70,907,50.0,0.80598
hackers,139,28,87,484,21.0,0.7604166666666666
nudity,139,97,78,725,75.0,0.43735666666666667
werewolves,138,42,64,1106,33.0,0.8814772727272727
culture clash,138,49,93,277,34.0,0.7958088235294118
assassination,138,38,88,82,35.0,0.7716
biblical,138,49,71,131,8.0,0.74853125
david fincher,138,11,72,,,
fighting,137,62,86,390,56.0,0.8079642857142858
jane austen,137,20,68,574,2.0,0.539
audience intelligence underestimated,137,44,67,,,
feel good movie,136,28,96,387,28.0,0.8123660714285714
charlize theron,136,21,100,,,
guy ritchie,136,9,90,,,
menacing,136,87,25,,,
oscar (best supporting actress),136,67,32,,,
video game adaptation,135,33,57,1075,29.0,0.9060517241379311
video games,135,19,99,1076,17.0,0.6718235294117647
alcoholism,135,61,77,42,43.0,0.6616860465116279
great cinematography,135,32,92,466,29.0,0.6131379310344827
gene hackman,135,49,69,,,
sigourney weaver,135,24,81,,,
bollywood,134,48,66,149,13.0,0.8848076923076923
scifi,134,39,96,890,35.0,0.8357785714285715
investigation,134,38,84,558,31.0,0.8228629032258065
south america,134,61,53,940,3.0,0.30674999999999997
not a movie,134,50,65,,,
zombie,133,34,84,1127,23.0,0.9028804347826087
hitchcock,132,33,56,511,6.0,0.999375
immortality,132,20,92,538,16.0,0.8986875
revolution,132,41,90,851,31.0,0.827508064516129
12/11,132,132,1,,,
lars von trier,132,18,73,,,
isolation,131,45,85,569,28.0,0.5433125
tragedy,130,53,93,1037,25.0,0.70222
archaeology,130,17,70,71,13.0,0.6700576923076924
rebellion,130,42,82,843,38.0,0.6628421052631579
marriage,130,70,78,629,60.0,0.6614708333333332
splatter,129,28,63,956,26.0,0.9457788461538462
marijuana,129,35,76,628,27.0,0.8518148148148148
good acting,129,76,89,446,62.0,0.7259435483870967
harry potter,128,11,53,492,7.0,0.86025
1950s,128,64,57,6,55.0,0.5614863636363636
10/10,128,126,4,,,
colin farrell,128,29,79,,,
royalty,128,80,38,,,
vin diesel,128,16,83,,,
justice,127,46,85,585,38.0,0.7518223684210527
suburbia,127,29,73,984,25.0,0.70761
alter ego,127,53,48,49,45.0,0.6701666666666667
afi 100 (thrills),127,100,13,,,
bgab lrc,127,127,1,,,
sexualized violence,126,41,70,910,5.0,0.5726
pretentious,126,75,75,812,68.0,0.42555514705882347
kevin costner,126,26,81,,,
robert rodriguez,126,16,60,,,
alien,125,34,63,43,29.0,0.9631465517241379
civil war,125,45,66,214,30.0,0.9164583333333333
dragon,125,29,68,321,23.0,0.5802065217391305
strong female lead,125,54,68,,,
tarantino,124,12,80,1009,3.0,0.9695833333333334
las vegas,124,29,81,595,4.0,0.89
off-beat comedy,124,23,81,735,22.0,0.8644545454545455
slapstick,124,68,81,926,52.0,0.6427692307692308
sam rockwell,124,21,74,,,
hollywood,123,59,80,514,7.0,0.3885
clive owen,123,20,88,,,
great performances,123,39,81,,,
helena bonham carter,123,20,76,,,
wizards,122,21,57,1115,19.0,0.9441447368421052
fight scenes,122,24,82,389,22.0,0.9320681818181819
cross dressing,122,45,54,271,39.0,0.7850641025641025
eddie murphy,122,25,92,,,
realism,122,41,89,,,
ireland,121,45,70,562,3.0,0.9393333333333334
immigrants,121,58,53,537,42.0,0.7204940476190477
jennifer lawrence,121,10,80,,,
mythology,120,38,82,690,33.0,0.8929924242424242
funny as hell,120,56,76,418,7.0,0.6040714285714285
paul rudd,120,20,75,,,
zach galifianakis,120,18,78,,,
grim,119,46,60,473,42.0,0.7368095238095238
daniel craig,119,19,78,,,
winona ryder,119,22,80,,,
spies,118,33,77,955,32.0,0.9273671875
heartbreaking,118,29,95,496,28.0,0.6379642857142857
italy,118,55,62,572,9.0,0.4383333333333333
over the top,118,65,75,762,58.0,0.2797241379310345
01/12,118,118,1,,,
gwyneth paltrow,118,19,79,,,
virus,117,24,72,1088,20.0,0.8572875
forceful,117,77,28,401,77.0,0.7624675324675325
bond,116,26,41,151,23.0,0.9634130434782608
demons,116,50,57,294,29.0,0.8831465517241379
dark fantasy,116,22,83,287,22.0,0.8519431818181818
hitman,116,32,76,512,27.0,0.7711851851851852
independent film,116,47,85,540,31.0,0.7265483870967742
better than expected,116,53,69,129,43.0,0.6093895348837209
amy adams,116,24,83,,,
catholicism,116,65,49,,,
dystopic future,115,21,84,337,20.0,0.7749625
mother-son relationship,115,64,52,671,54.0,0.4084814814814815
michael cera,115,8,74,,,
mila kunis,115,12,80,,,
action packed,114,46,69,20,43.0,0.8433313953488372
good versus evil,114,41,72,454,37.0,0.7406283783783784
gambling,113,55,59,421,45.0,0.5117555555555555
self discovery,113,26,92,899,21.0,0.4222023809523809
colin firth,113,25,79,,,
wry,113,73,28,,,
witch,112,53,48,1112,38.0,0.8488552631578948
road movie,112,42,74,854,35.0,0.8425714285714285
vietnam,112,29,70,1079,8.0,0.78390625
afi 100 (cheers),111,95,8,,,
childish,111,69,48,,,
multiple roles,111,62,41,,,
disney animated feature,110,61,37,310,1.0,0.987
secrets,110,55,52,897,53.0,0.852061320754717
adolescence,110,34,68,26,28.0,0.8473750000000001
gruesome,110,47,41,477,43.0,0.8074302325581395
oscar winner,110,43,55,761,5.0,0.7725500000000001
joaquin phoenix,110,26,67,,,
kaf,110,110,1,,,
drinking,109,50,56,328,46.0,0.8217119565217391
strippers,109,41,56,975,31.0,0.6828548387096773
slavery,109,41,72,928,30.0,0.675875
mexico,109,52,58,648,14.0,0.5502142857142858
ocean,109,48,55,734,39.0,0.5404551282051282
best of rotten tomatoes: all time,109,100,9,,,
drew barrymore,109,24,74,,,
jet li,109,27,61,,,
orson welles,109,29,53,,,
biographical,108,46,55,133,40.0,0.8918687500000001
brazil,108,33,62,161,4.0,0.8813124999999999
blindness,108,48,53,144,37.0,0.7852364864864865
amazing cinematography,108,31,83,54,6.0,0.7277916666666666
short-term memory loss,108,15,56,917,15.0,0.6913
julianne moore,108,31,66,,,
peter sellers,108,21,56,,,
buddy movie,107,37,59,170,27.0,0.7808148148148149
desert,107,56,51,298,43.0,0.7791162790697675
dreamworks,107,21,62,327,4.0,0.603125
afi 100 (movie quotes),107,82,22,,,
golden palm,107,57,29,,,
matthew mcconaughey,107,22,78,,,
willem dafoe,107,30,79,,,
con artists,106,33,54,247,25.0,0.80553
brothers,106,58,52,167,42.0,0.7971726190476192
schizophrenia,106,21,86,884,14.0,0.7179642857142857
sexy,106,66,66,911,57.0,0.6984298245614035
strange,106,50,63,974,41.0,0.6693292682926829
naomi watts,106,19,69,,,
ralph fiennes,106,23,68,,,
ennio morricone,105,19,52,352,3.0,0.7700833333333333
complex characters,105,20,79,241,17.0,0.6890441176470588
oscar (best effects - visual effects),105,18,72,,,
bullying,104,44,60,172,32.0,0.868796875
great dialogue,104,29,76,467,27.0,0.5557129629629629
unlikeable characters,104,51,70,1061,46.0,0.41255434782608696
100 essential female performances,104,89,7,,,
guillermo del toro,104,11,56,,,
rachel mcadams,104,14,67,,,
werner herzog,104,30,41,,,
intimate,103,59,38,557,54.0,0.879287037037037
compassionate,103,58,36,238,54.0,0.7200462962962964
ghosts/afterlife,103,35,53,436,31.0,0.6236774193548387
audrey hepburn,103,15,62,,,
reese witherspoon,103,22,68,,,
ryan reynolds,103,19,67,,,
steve buscemi,103,26,68,,,
oscar (best foreign language film),102,51,49,753,3.0,0.95675
cartoon,102,61,42,186,34.0,0.90525
scotland,102,28,64,892,3.0,0.8941666666666666
art,102,56,73,75,28.0,0.8308660714285715
bad script,102,55,72,102,48.0,0.30857291666666664
ethan hawke,102,21,81,,,
meg ryan,102,21,59,,,
world war i,102,36,60,,,
indiana jones,101,5,69,542,3.0,0.9901666666666666
undercover cop,101,31,60,1052,24.0,0.9613333333333333
cheerleading,101,25,50,197,22.0,0.9532499999999999
twist,101,46,72,1049,41.0,0.7288170731707316
nerds,101,27,70,701,22.0,0.6967272727272728
pointless,101,65,76,792,62.0,0.5751330645161291
infidelity,101,64,48,545,54.0,0.4942731481481481
04/11,101,101,1,,,
james cameron,101,11,69,,,
jonah hill,101,29,50,,,
treasure hunt,100,27,54,1044,23.0,0.9279347826086957
werewolf,100,33,46,1105,27.0,0.9256296296296297
boarding school,100,28,50,147,25.0,0.8083100000000001
downbeat,100,69,29,319,63.0,0.7630595238095238
thought provoking,100,25,80,1024,23.0,0.5790326086956522
confrontational,100,45,47,249,45.0,0.4116777777777777
ingmar bergman,100,31,34,,,
james stewart,100,21,57,,,
my movies,100,99,2,,,
need to own,100,90,7,,,
sergio leone,100,7,52,,,
us president,100,49,40,,,
vincent price,100,31,24,,,
mad scientist,99,34,59,620,25.0,0.80446
fashion,99,30,71,381,23.0,0.6820869565217391
blood,99,42,64,145,32.0,0.5335
michael douglas,99,23,78,,,
netflix streaming,99,96,10,,,
ballet,98,23,56,104,13.0,0.6507499999999999
teenagers,98,52,62,1016,34.0,0.5746838235294117
jus+san,98,98,1,,,
orlando bloom,98,14,57,,,
robert redford,98,26,64,,,
tokyo,97,31,61,1029,9.0,0.9648611111111111
new zealand,97,27,56,706,4.0,0.7189375
atheism,97,24,67,85,16.0,0.532640625
michael fassbender,97,12,60,,,
german,96,40,60,433,9.0,0.9396111111111112
bank robbery,96,31,59,105,26.0,0.8095961538461538
disaster,96,23,74,308,21.0,0.7600714285714285
literary adaptation,96,50,39,605,47.0,0.44996276595744683
adrien brody,96,16,65,,,
san francisco,95,45,50,874,6.0,0.8072499999999999
hacking,95,19,71,485,18.0,0.7338055555555556
08/10,95,95,1,,,
add to prospects list,95,95,3,,,
viggo mortensen,95,16,64,,,
weak plot,95,38,69,,,
superheroes,94,21,46,990,20.0,0.9945375000000001
aids,94,38,50,37,2.0,0.989125
alternate universe,94,19,66,53,17.0,0.6898088235294118
business is the antagonist,94,49,18,,,
maggie gyllenhaal,94,14,70,,,
physics,94,23,68,,,
unlikely friendships,93,26,45,1062,9.0,0.9678888888888889
tolkien,93,10,57,1030,4.0,0.9417500000000001
swedish,93,21,67,1002,9.0,0.8536944444444444
fast paced,93,38,67,382,35.0,0.8064571428571429
classical music,93,28,52,217,21.0,0.7912619047619047
school,93,52,54,885,38.0,0.7281381578947368
2d animation,93,47,27,,,
james franco,93,18,71,,,
kristen stewart,93,17,65,,,
seen 2010,93,90,2,,,
highly quotable,92,35,50,504,11.0,0.8791818181818182
hotel,92,47,33,526,42.0,0.8169107142857142
nuclear war,92,23,69,724,14.0,0.7285357142857143
stereotypes,92,61,53,967,52.0,0.6520528846153847
1920s,92,28,48,4,24.0,0.5578124999999999
03/10,92,92,1,,,
cary grant,92,28,47,,,
humphrey bogart,92,23,58,,,
aardman,91,10,38,15,5.0,0.94005
18th century,91,32,43,3,28.0,0.8788035714285715
moody,91,57,31,666,54.0,0.45341203703703703
emma thompson,91,22,65,,,
imax digital only,91,88,3,,,
mel brooks,91,14,66,,,
paul newman,91,22,62,,,
rachel weisz,91,20,61,,,
val kilmer,91,23,71,,,
vince vaughn,91,19,69,,,
gangster,90,26,63,423,24.0,0.9435625000000001
spanish,90,35,73,948,13.0,0.8840000000000001
gangs,90,39,61,422,29.0,0.8827241379310344
homophobia,90,46,45,517,34.0,0.663279411764706
colonialism,90,47,44,228,31.0,0.4927016129032258
biting,90,66,21,137,66.0,0.3984772727272727
dynamic cgi action,90,50,24,,,
jim jarmusch,90,11,48,,,
literate,90,56,20,,,
high fantasy,89,7,56,502,7.0,0.9691428571428571
soccer,89,37,55,935,21.0,0.6903333333333334
antonio banderas,89,26,65,,,
unintentional comedy,89,31,49,,,
finnish,88,46,38,394,3.0,0.9994999999999999
sci fi,88,33,59,886,28.0,0.9280178571428571
cyborgs,88,24,60,281,21.0,0.8761190476190476
sci fi,88,33,59,887,28.0,0.8383928571428572
surveillance,88,27,57,997,25.0,0.80489
daniel day-lewis,88,12,72,,,
gay lead character,88,38,40,,,
scary movies to see on halloween,88,64,13,,,
theater,88,56,43,,,
broadway,87,48,36,166,13.0,0.9069230769230768
cloning,87,18,63,222,14.0,0.8273392857142857
80s,87,46,56,13,44.0,0.8223352272727272
japanese,87,52,55,576,21.0,0.7480357142857142
halloween,87,23,45,486,13.0,0.7477115384615385
adaptation,87,52,49,21,32.0,0.7432421875
passionate,87,51,38,771,50.0,0.7361249999999999
orphans,87,41,46,744,33.0,0.4391818181818182
marx brothers,87,26,27,633,14.0,0.3021607142857143
06/10,87,86,2,,,
disease,87,37,44,,,
gfei own it,87,87,2,,,
imax dmr,87,84,3,,,
kevin bacon,87,29,57,,,
sven's to see list,87,87,1,,,
super hero,86,24,34,987,24.0,0.9961979166666667
super hero,86,24,34,988,24.0,0.9623750000000001
russian,86,41,51,869,9.0,0.86925
workplace,86,32,48,1118,28.0,0.7647946428571428
earnest,86,62,22,338,59.0,0.6656186440677966
dumb,86,42,72,332,37.0,0.5630405405405405
flashbacks,86,38,63,398,33.0,0.48034848484848486
divx1,86,84,4,,,
gerard butler,86,21,61,,,
joss whedon,86,8,65,,,
michael crichton,86,17,38,,,
patrick stewart,86,19,48,,,
sacha baron cohen,86,10,58,,,
voyeurism,85,18,60,1095,15.0,0.82175
transgender,85,18,52,1041,14.0,0.8145892857142857
stoner movie,85,25,55,968,9.0,0.7408611111111111
psychedelic,85,22,70,820,18.0,0.730638888888889
spain,85,39,46,947,4.0,0.6554374999999999
italian,85,46,52,571,6.0,0.30758333333333326
beautiful cinematography,85,17,73,,,
bradley cooper,85,18,62,,,
bruce campbell,85,17,52,,,
david cronenberg,85,18,44,,,
forest whitaker,85,25,50,,,
french film,85,81,10,,,
imax dmr 3-d,85,83,3,,,
michael moore,85,10,54,,,
oliver stone,85,21,47,,,
pg13,85,72,10,,,
spherical blow-up,85,83,3,,,
steve martin,85,32,63,,,
unpredictable,85,35,65,,,
pornography,84,38,45,801,26.0,0.9572596153846155
family bonds,84,38,57,375,32.0,0.4936015625
nostalgia,84,52,46,716,41.0,0.46069512195121953
05/10,84,84,1,,,
ben kingsley,84,20,62,,,
marlon brando,84,19,57,,,
michael j. fox,84,19,48,,,
nostalgia critic,84,72,12,,,
smart,84,46,64,,,
youtube,84,80,5,,,
amazing photography,83,16,61,55,14.0,0.8605357142857143
vengeance,82,23,64,1070,18.0,0.9610277777777778
afterlife,82,21,54,35,18.0,0.8685555555555555
jazz,82,40,50,578,28.0,0.7535178571428572
product placement,82,52,38,816,49.0,0.5101785714285714
unfunny,82,45,57,1057,37.0,0.47412162162162164
austere,82,51,20,,,
james mcavoy,82,10,54,,,
jason segel,82,13,57,,,
kurt russell,82,15,54,,,
seen 2011,82,82,2,,,
somber,82,52,24,,,
iran,81,26,48,559,3.0,0.9380833333333333
complicated plot,81,14,68,243,13.0,0.8587307692307692
period piece,81,42,48,774,17.0,0.8507647058823529
good romantic comedies,81,26,45,450,1.0,0.576
christopher lloyd,81,17,52,,,
elijah wood,81,21,52,,,
jennifer connelly,81,17,62,,,
pierce brosnan,81,19,54,,,
wired 50 greatest soundtracks,81,50,26,,,
poker,80,14,66,793,11.0,0.8086590909090909
indie,80,27,63,544,19.0,0.7133947368421053
basketball,80,35,40,116,22.0,0.5905227272727273
inspiring,80,48,55,549,27.0,0.5858055555555555
underdog,80,46,38,1053,32.0,0.5167421875
found footage,80,36,39,,,
husband-wife relationship,80,55,30,,,
jean-claude van damme,80,23,26,,,
john goodman,80,23,60,,,
mark ruffalo,80,21,55,,,
paranormal,80,22,62,,,
pg,80,63,12,,,
effects,79,29,58,345,20.0,0.8543749999999999
character study,79,35,51,194,19.0,0.822828947368421
modern fantasy,79,14,54,660,14.0,0.8200892857142856
rome,79,23,58,866,4.0,0.7951874999999999
entertaining,79,41,57,355,40.0,0.6890375
aging,79,31,47,36,27.0,0.6188333333333333
heroine in tight suit,79,18,38,501,18.0,0.5550694444444444
competition,79,49,39,239,38.0,0.3960657894736842
01/10,79,79,1,,,
cast,79,61,32,,,
john cleese,79,20,57,,,
paul giamatti,79,16,63,,,
toshiro mifune,79,27,27,,,
argentina,78,32,40,72,2.0,0.97475
teacher,78,56,29,1010,47.0,0.7083776595744682
fbi,78,33,47,386,7.0,0.49360714285714286
no plot,78,44,65,709,36.0,0.33799999999999997
predictable ending,78,40,53,,,
chase,77,38,50,195,34.0,0.8904264705882353
noir,77,48,50,711,41.0,0.8003414634146342
fighting the system,77,31,42,391,2.0,0.78725
cult,77,40,58,274,30.0,0.7407833333333333
android(s)/cyborg(s),77,16,52,59,15.0,0.7140166666666666
love triangles,77,48,30,615,27.0,0.5345
ashton kutcher,77,13,59,,,
jessica alba,77,17,54,,,
kick-butt women,77,23,43,,,
luc besson,77,15,50,,,
seen 2014,77,77,2,,,
robert downey jr,76,20,49,858,2.0,0.997375
emma watson,76,12,50,347,2.0,0.99725
racing,76,32,49,834,21.0,0.965154761904762
hannibal lecter,76,5,56,489,1.0,0.95975
jungle,76,33,38,584,27.0,0.9165185185185185
parallel universe,76,17,57,765,10.0,0.850975
bloody,76,33,58,146,29.0,0.8427931034482758
good soundtrack,76,38,59,452,37.0,0.8350945945945946
farce,76,29,45,379,28.0,0.7539642857142858
colourful,76,22,52,229,22.0,0.6573636363636364
suicide attempt,76,33,44,986,28.0,0.5347053571428572
iraq war,76,29,45,,,
john wayne,76,42,28,,,
lavish,76,56,15,,,
sam raimi,76,14,34,,,
shaky camera,76,25,49,,,
sherlock holmes,76,24,47,,,
should like,76,76,1,,,
watched 2006,76,72,5,,,
muppets,75,14,41,681,14.0,0.8564107142857144
private detective,75,29,39,815,24.0,0.6921979166666666
communism,75,45,45,237,24.0,0.5940520833333333
added,75,74,3,,,
david bowie,75,16,60,,,
texas,74,45,22,1023,4.0,0.8159375
capitalism,74,31,49,182,21.0,0.6733928571428571
unintentionally funny,74,36,46,1058,30.0,0.35992499999999994
cillian murphy,74,20,32,,,
double life,74,47,23,,,
emily blunt,74,14,57,,,
must see,74,49,42,,,
weak ending,74,26,59,,,
space opera,73,21,41,943,20.0,0.9453374999999999
exceptional acting,73,35,39,366,8.0,0.869125
crappy sequel,73,27,41,264,26.0,0.7883846153846155
slackers,73,16,38,925,16.0,0.693453125
benicio del toro,73,14,62,,,
dull,73,53,44,,,
edgar award (best motion picture),73,57,4,,,
fewer than 300 ratings,73,72,3,,,
hugo weaving,73,20,41,,,
john carpenter,73,16,41,,,
mike myers,73,11,51,,,
ron perlman,73,18,44,,,
sweeping,73,61,12,,,
takashi miike,73,27,24,,,
drug abuse,72,22,50,329,18.0,0.8913472222222221
complex,72,25,60,240,20.0,0.8406874999999999
australian,72,36,44,88,8.0,0.73446875
affectionate,72,38,26,30,38.0,0.7258815789473685
berlin,72,23,53,125,4.0,0.7145625
betrayal,72,45,46,128,36.0,0.7088055555555556
russia,72,44,36,868,1.0,0.70475
psychiatry,72,29,48,822,18.0,0.5708888888888889
