tag,application_count,movie_count,user_count
nudity (full frontal - brief),59,36,30
wuxia,59,32,17
haunted by the past,59,31,25
israel,59,31,34
open ending,59,28,44
tear jerker,59,26,42
john turturro,59,22,32
sexual abuse,59,21,42
guy pearce,59,19,42
death penalty,59,18,38
hallucination,59,18,38
william shatner,59,16,29
non-linear,59,15,48
jessica biel,59,13,43
no dialogue,59,13,46
ricky gervais,59,11,36
nick frost,59,9,34
corny,58,35,47
buster keaton,58,31,17
puppets,58,26,33
mistaken identity,58,25,32
manipulation,58,22,44
school drama,58,22,28
cooking,58,19,46
entirely dialogue,58,17,41
alternate endings,58,6,54
depp & burton,58,5,39
02/10,57,57,1
07/10,57,56,2
3,57,56,3
55 movies every kid should see--entertainment weekly,57,55,3
seen 2006,57,53,6
gory,57,36,44
honest,57,29,39
donald sutherland,57,28,40
good music,57,28,44
foul language,57,27,34
korean,57,27,40
epidemic,57,17,34
john woo,57,16,31
charlie chaplin,57,11,33
danny boyle,57,10,34
own it,56,55,3
afternoon section,56,52,5
mother daughter relationship,56,38,34
jealousy,56,36,32
oscar nom 2007,56,33,18
patriotic,56,30,35
police investigation,56,27,37
awkward,56,25,46
madness,56,25,42
body horror,56,21,26
whoopi goldberg,56,19,37
idealism,56,17,47
kiefer sutherland,56,15,49
ang lee,56,13,29
kate beckinsale,56,13,46
robert zemeckis,56,12,26
11/09,55,55,1
r:language,55,46,10
great movie,55,42,37
hospital,55,36,31
great cast,55,31,36
may-december romance,55,30,19
occult,55,28,33
working class,55,27,34
david mamet,55,26,16
glbt,55,26,27
sad but good,55,26,47
unoriginal,55,26,41
episodic,55,24,31
asylum,55,23,37
thoughtful,55,23,43
awesome soundtrack,55,21,38
helen mirren,55,18,41
censorship,55,13,36
lone hero,55,11,31
ohsoso,54,52,4
favorite,54,51,16
top 250 imdb,54,51,2
elegiac,54,43,8
vocalists,54,43,10
wintry,54,37,13
crazy,54,33,43
circus,54,29,37
escape,54,26,35
nocturnal,54,25,22
hawaii,54,16,39
dan aykroyd,54,15,38
mads mikkelsen,54,15,30
renee zellweger,54,15,36
virginity,54,14,42
on computer,53,53,2
my addition to ml,53,52,2
kids,53,41,34
canada,53,35,28
single parents,53,34,16
gay character,53,33,27
godzilla,53,32,14
airplane,53,28,31
guilt,53,28,34
hip hop,53,28,26
usa film registry,53,26,6
series,53,25,21
steven seagal,53,25,31
best war films,53,24,28
billy wilder,53,22,23
character driven,53,21,42
sidney lumet,53,21,22
jamie foxx,53,12,44
frank miller,53,9,40
view askew,53,6,27
director-screenwriter,52,51,5
seen 2008,52,51,3
watched 2007,52,49,4
potential oscar nom,52,41,13
slick,52,39,16
time,52,30,29
horses,52,28,29
shallow,52,27,43
poetry,52,26,40
far future,52,25,21
robert duvall,52,23,34
airport,52,20,34
egypt,52,19,34
geoffrey rush,52,18,35
macabre,52,17,32
american idiocy,52,16,27
9/11,52,15,35
gregory peck,52,14,31
antarctica,52,12,37
minimalist,52,12,38
not on dvd,51,49,4
torrential downpour,51,49,3
pacing,51,44,29
adoption,51,30,28
interracial romance,51,28,27
judaism,51,26,24
moral ambiguity,51,24,39
stupid ending,51,24,40
identity,51,20,37
boston,51,19,33
evolution,51,19,36
john c. reilly,51,19,39
secret service,51,19,35
social criticism,51,15,46
jamie lee curtis,51,14,37
vikings,51,14,42
michael keaton,51,13,38
nasa,51,12,31
marvel cinematic universe,51,10,23
paradox,51,7,48
intelligent sci-fi,51,2,51
friday night movie,50,46,5
xmas theme,50,38,12
nude black women,50,35,5
painter,50,34,12
atmosphere,50,30,43
bad cgi,50,25,36
tv series,50,23,30
richard linklater,50,14,29
sniper,50,14,36
shia labeouf,50,13,36
george a. romero,50,12,23
based on comic,50,11,46
corporate america,50,11,35
michael mann,50,8,29
"""found footage""",50,7,37
actors,49,44,20
playwright:shakespeare,49,42,5
john ford,49,37,8
lame,49,37,33
artist,49,36,23
gloomy,49,32,17
simple,49,30,36
urbane,49,29,19
bad dialogue,49,23,45
gunfight,49,22,29
prequel,49,20,33
trilogy,49,20,36
travel,49,19,40
fairy tales,49,15,26
kurosawa,49,14,29
magic realism,49,14,43
leonard nimoy,49,13,32
sarah jessica parker,49,13,37
hilary swank,49,12,39
meaning of life,49,12,44
helen hunt,49,10,37
katherine heigl,49,7,36
mtskaf,48,48,1
seen 2009,48,48,2
matter-of-fact,48,36,8
forest,48,35,17
gentle,48,28,21
heroism,48,24,41
very funny,48,24,39
biology,48,23,21
michelle pfeiffer,48,22,42
robot,48,21,36
rats,48,20,32
teenager,48,20,33
claire danes,48,15,41
consumerism,48,14,29
dakota fanning,48,13,40
marion cotillard,48,11,35
jay and silent bob,48,5,30
neil gaiman,48,5,36
my shopping list,47,47,1
toho,47,46,4
good,47,45,26
dimensionalized 2-d to 3-d,47,44,4
ei muista,47,44,5
adapted from b'way,47,38,9
doctors,47,34,21
restaurant,47,28,18
slow start,47,28,38
free to download,47,27,20
freedom,47,27,38
nuns,47,23,20
stupid as hell,47,23,33
buddhism,47,22,30
court,47,22,27
grindhouse,47,22,30
clowns,47,21,25
coming-of-age,47,21,33
iceland,47,21,27
based on true story,47,19,38
brainwashing,47,18,32
strong women,47,18,30
geeky,47,16,31
jason schwartzman,47,16,31
chess,47,14,28
underwater,47,14,37
mummy,47,13,27
julie andrews,47,9,31
roald dahl,47,7,36
javier bardem,47,6,39
costumes,46,34,32
brilliant,46,32,32
supernatural romance,46,32,13
writer's life,46,30,22
silent,46,29,31
uplifting,46,26,35
steve coogan,46,22,18
raunchy,46,20,26
long takes,46,18,34
demi moore,46,16,37
pedro almodovar,46,16,28
astronomy,46,15,30
dwayne johnson,46,15,29
hit men,46,15,32
german expressionism,46,14,24
artsy,46,12,41
jeremy renner,46,12,34
leslie nielsen,46,12,29
rowan atkinson,46,12,35
casey affleck,46,11,39
jared leto,46,11,32
shark,46,11,27
lindsay lohan,46,9,38
andrew garfield,46,7,34
math,46,6,41
zach braff,46,6,43
melodrama,45,39,23
unsimulated sex,45,34,9
smoking,45,31,22
abuse,45,27,37
jews,45,24,30
curse,45,23,31
good ending,45,23,39
sarcasm,45,22,36
bad sequel,45,21,36
segregation,45,21,25
innovative,45,20,38
harvey keitel,45,19,37
jack lemmon,45,18,34
transformation,45,18,32
ron howard,45,17,22
dennis hopper,45,16,34
rosario dawson,45,16,35
christian slater,45,14,37
judi dench,45,14,33
tom waits,45,14,32
salma hayek,45,13,34
tim allen,45,13,36
gus van sant,45,12,23
ingrid bergman,45,12,26
paul verhoeven,45,10,22
2.5,44,44,2
pot_estar_be,44,44,1
favorites,44,41,9
editing,44,35,28
gerard depardieu,44,35,11
california,44,32,22
warm,44,32,20
lies,44,26,33
drug addiction,44,24,28
president,44,24,26
psychological thriller,44,23,29
new jersey,44,21,29
myth,44,20,18
girl power,44,19,30
adapted from:game,44,17,23
hard to watch,44,17,41
sport:boxing,44,17,18
weed,44,17,35
frank capra,44,16,19
nicholas cage,44,16,34
punk,44,16,32
comics,44,15,33
deal with the devil,44,12,32
golf,44,12,29
seann william scott,44,12,36
comic book adaption,44,11,39
giant monster,44,11,33
tina fey,44,4,36
na dysku,43,43,1
didn't finish,43,40,12
breakthroughs,43,33,8
private school,43,32,12
race,43,30,24
ironic,43,29,24
literature,43,27,24
exciting,43,26,39
jewish,43,25,30
radio,43,20,24
murder mystery,43,17,35
gross-out,43,16,24
great depression,43,15,26
ray liotta,43,15,36
voodoo,43,15,35
chevy chase,43,14,27
charlie sheen,43,13,39
elizabeth banks,43,13,27
lucy liu,43,12,32
religious overtones,43,12,42
toys,43,12,33
man versus machine,43,11,22
supernatural powers,43,10,29
astronauts,43,9,34
smuggling,43,8,33
teleportation,43,7,36
edgar wright,43,5,31
10/09,42,41,2
emerson must see,42,39,3
drab,42,38,10
adapted from:book series,42,33,9
michael curtiz,42,32,10
beautiful woman,42,28,17
howard hawks,42,26,10
poor acting,42,26,38
feel good,42,24,36
robert altman,42,24,17
tension,42,24,28
thrilling,42,23,31
anti-semitism,42,19,28
danny trejo,42,18,28
kenneth branagh,42,15,34
olympics,42,15,25
silly fun,42,15,28
eric bana,42,14,32
factual,42,13,28
kristen bell,42,10,32
adolf hitler,42,9,32
megan fox,42,9,28
weapons,42,9,37
east germany,42,8,38
wallace & gromit,42,7,26
neo-nazis,42,6,38
cav,41,41,1
godzilla universe,41,41,1
k movie,41,41,2
too small,41,41,1
janus 50,41,40,2
want to own,41,39,4
to-rent,41,36,6
cool,41,33,35
crap,41,33,27
easygoing,41,33,8
golden raspberry (worst actor),41,32,9
fathers and sons,41,29,13
fish out of water,41,28,16
united states,41,28,19
idiotic,41,26,27
christopher lee,41,24,16
illogical,41,24,32
soviet union,41,24,23
irreligion,41,22,14
sacrifice,41,20,33
susan sarandon,41,20,25
imaginative,41,19,35
inaccurate,41,19,35
art house,41,18,24
breaking the fourth wall,41,18,33
good action,41,17,25
stupidity,41,17,36
rhythm & blues,41,16,23
john candy,41,15,33
saturday night live,41,15,21
suburban dysfunction,41,14,25
exorcism,41,12,32
eva mendes,41,11,31
stanley tucci,41,11,32
kubrick,41,10,28
spanish civil war,41,10,33
louis c.k.,41,9,24
carey mulligan,41,8,28
tom hardy,41,8,31
best picture,40,35,7
prostitutes,40,32,15
everything,40,31,37
special,40,30,14
lurid,40,27,11
cameos,40,26,29
father son relationship,40,26,24
medicine,40,24,23
class differences,40,23,24
breathtaking,40,22,22
deep,40,22,30
lawyer,40,19,30
screwball,40,18,23
bette davis,40,17,14
choir,40,16,20
destiny,40,16,29
santa claus,40,16,22
sharon stone,40,16,27
billy crystal,40,15,31
rob schneider,40,15,25
terminal illness,40,15,26
graphic violence,40,12,36
h.p. lovecraft,40,12,17
liv tyler,40,12,31
monica bellucci,40,12,34
roger moore,40,11,14
bruce lee,40,10,22
kristen wiig,40,10,28
irish accent,40,9,37
mvlc,39,39,1
jonossa,39,38,2
want it,39,38,2
bfi classic,39,36,4
blindfold,39,36,4
life,39,31,22
animal:dog,39,30,11
priest,39,30,14
banned movie,39,29,11
exploitation,39,29,25
scenery,39,28,29
bfi modern classic,39,27,9
golden raspberry (worst actress),39,27,12
mob,39,22,24
dog,39,21,31
unusual,39,21,30
humour,39,20,31
poor plot,39,20,30
witches,39,19,27
bill hader,39,16,18
visual effects,39,15,31
apocalyptic,39,14,35
cliche characters,39,14,30
rio de janeiro,39,14,25
memory loss,39,13,34
seafaring,39,13,20
spaceships,39,13,30
justin long,39,12,28
tim curry,39,11,32
michelle williams,39,10,33
patrick swayze,39,10,33
spy thriller,39,10,38
stage magic,39,10,30
time-travel,39,8,31
totalitarianism,39,7,33
arms dealer,39,5,33
3.5,38,37,3
angry,38,30,12
shooting,38,30,22
adapted from:tv series,38,26,14
goth,38,26,19
cheating,38,24,28
yakuza,38,24,25
ethics,38,23,27
strong woman,38,23,20
sibling relationships,38,22,17
frightening,38,21,18
mining,38,20,18
swearing,38,20,25
music documentary,38,19,21
national lampoon,38,19,14
updated classics,38,17,20
eccentricity,38,16,27
lovecraftian mythology,38,16,18
witchcraft,38,15,24
based on a video game,38,14,29
dolph lundgren,38,13,21
utopia,38,12,28
josh brolin,38,11,29
wesley snipes,38,11,32
ending twist,38,10,37
julia stiles,38,9,28
robert pattinson,38,9,29
solitude,38,7,33
noomi rapace,38,6,30
toshirô mifune,37,36,2
impostor,37,27,11
alec guinness,37,26,9
cathartic,37,26,14
funeral,37,26,18
sex scenes,37,26,25
tragic,37,26,27
old age,37,25,23
piano,37,25,21
sexist,37,25,27
charles chaplin,37,24,10
poland,37,24,20
sweden,37,24,23
flying,37,23,22
misogyny,37,23,26
teacher student relationship,37,23,20
bbc films,37,21,16
election,37,21,19
opera,37,20,24
sisters,37,19,31
vincent cassel,37,19,24
giallo,37,18,17
oscar (best sound),37,18,22
psychological horror,37,18,27
pulp,37,18,21
surfing,37,18,29
kids and family,37,16,27
sword fighting,37,16,26
author:stephen king,37,15,17
crime gone awry,37,14,28
jennifer lopez,37,14,32
oil,37,14,27
so bad it's funny,37,13,30
interesting characters,37,12,35
ecology,37,11,29
michael haneke,37,11,23
anna kendrick,37,10,29
metaphysics,37,9,31
oscar (best animated feature),37,8,25
bowling,37,5,35
getdvd,36,36,3
don't remember,36,35,7
toplist07,36,31,3
horrible,36,28,31
louisiana,36,28,13
masturbation,36,26,19
teenage girl,36,26,15
cuba,36,25,19
unrequited love,36,24,17
contrived,36,23,23
nothing happens,36,22,29
allegory,36,20,24
education,36,19,24
elegant,36,19,19
shallow characters,36,19,25
tatsuya nakadai,36,19,4
animation remade as live action,36,18,9
crude,36,18,23
federico fellini,36,17,15
saturn award (best science fiction film),36,16,22
superman,36,16,20
villain nonexistent or not needed for good story,36,16,16
camerawork,36,15,31
heather graham,36,15,28
heavy metal,36,15,25
jeff daniels,36,15,29
reality tv,36,15,23
josh hartnett,36,14,31
prohibition,36,14,29
coen bros,36,13,19
hans zimmer,36,13,25
rose byrne,36,13,24
shallow plot,36,13,30
video game,36,13,33
carrie-anne moss,36,11,28
diane kruger,36,10,27
chris hemsworth,36,7,22
peter pan,36,5,26
judd apatow,36,4,27
10/11,35,35,1
comedy need to see,35,35,1
gérard depardieu,35,35,1
oppl,35,35,1
2,35,34,4
ummarti2007,35,34,2
almost favorite,35,33,4
powerful,35,29,21
short film,35,29,16
waste of time,35,29,25
superficial,35,27,26
william wyler,35,27,4
annoying,35,26,26
tattoo,35,26,13
first love,35,24,21
formulaic,35,24,22
holiday,35,24,23
drug use,35,22,25
not scary,35,21,24
funny moments,35,20,22
bad direction,35,19,22
hunting,35,19,23
parenthood,35,19,29
very interesting,35,19,16
family drama,35,18,31
alec baldwin,35,17,29
christopher plummer,35,17,21
dennis quaid,35,17,27
us history,35,17,15
few funny scenes,35,16,18
gratuitous violence,35,16,33
hockey,35,16,17
resistance movement,35,16,26
mike leigh,35,15,12
17th century,35,14,16
frances mcdormand,35,14,27
paul bettany,35,14,17
psychic powers,35,14,28
anna faris,35,13,27
dr. seuss,35,12,25
hugh dancy,35,11,20
pixar animation,35,11,24
kate hudson,35,9,29
chris tucker,35,8,26
author:j. r. r. tolkein,35,7,19
childish plot,35,7,27
mike judge,35,7,25
stoner comedy,35,7,28
skinhead,35,6,33
zack snyder,35,6,24
etaegeshelf,34,34,1
need to buy,34,31,5
1940s,34,28,17
wheelchair,34,27,10
john huston,34,26,11
anthology,34,25,20
creative,34,25,26
golden raspberry (worst picture),34,25,9
charles dickens,34,24,12
enjoyable,34,23,22
drug trade,34,22,21
wartime,34,22,19
chuck norris,34,21,11
punk rock,34,21,17
cross dressing men,34,20,11
symbolism,34,20,26
sexism,34,19,26
oscar nominee: director,34,18,14
angel,34,17,21
edgar allan poe,34,17,10
lame ending,34,17,30
thailand,34,17,20
invisibility,34,16,15
aaron eckhart,34,15,22
family dynamics,34,15,25
mecha,34,15,19
assassins,34,14,25
teen pregnancy,34,14,24
mind games,34,13,27
wasted potential,34,13,26
katherine hepburn,34,12,19
korea,34,12,23
stylistic,34,12,30
not true to the book,34,11,26
rich and poor,34,11,24
michelle rodriguez,34,9,25
nathan fillion,34,9,28
roberto benigni,34,9,26
kat dennings,34,8,23
geek,34,7,32
john grisham,34,7,15
roland emmerich,34,7,22
graphic design,34,2,34
do kupienia,33,33,2
(s)vcd,33,32,2
preachy,33,26,24
joseph campbell's study of mythology influenced,33,23,6
nonsensical,33,23,23
coming out,33,22,16
dream sequence,33,21,15
manhattan,33,20,14
boring!,33,19,33
fugitive,33,19,17
upbeat,33,19,16
sappy,33,18,31
surprisingly good,33,17,29
good story,33,16,26
h.g. wells,33,16,15
rags to riches,33,16,18
nuclear bomb,33,15,26
animal attacks,33,14,18
horror comedy,33,14,28
jeremy irons,33,14,29
bill nighy,33,13,25
too short,33,13,29
wes craven,33,13,14
greek mythology,33,12,19
kevin kline,33,12,29
rutger hauer,33,12,24
freedom of expression,33,11,25
king arthur,33,11,19
sam neill,33,11,29
sam peckinpah,33,11,9
gender identity,33,10,28
satanism,33,10,30
vienna,33,10,25
ambitious,33,9,30
author:philip k. dick,33,8,18
hayden christensen,33,8,25
julie delpy,33,8,24
quirky romantic,33,8,31
hunter s. thompson,33,4,28
j.j. abrams,33,4,28
buy,32,32,3
jinni top pick,32,32,1
watch,32,31,5
intrigue,32,25,23
love triangle,32,25,27
neighbors,32,25,13
shirley temple,32,24,6
offensive,32,23,25
simplistic,32,22,22
single mother,32,22,20
annoying characters,32,20,23
forbidden love,32,19,23
human nature,32,19,16
nightclub,32,19,15
oscar nominee,32,19,15
barbara stanwyck,32,18,11
board game,32,18,14
great music,32,18,27
oppression,32,18,25
danny mcbride,32,17,14
wim wenders,32,17,16
cycling,32,16,14
fraternity,32,16,20
